With	IN	(TOP(S(PP*	O	1
America	NNP	(NP(NP*	B-GPE	4
's	POS	*)	O	4
chief	JJ	*	O	4
trade	NN	*	O	4
negotiator	NN	*)))	O	4
had	VBD	(VP*	O	4
a	DT	(NP(NP*	O	4
completely	RB	(ADJP*	O	4
different	JJ	*)	O	4
tone	NN	*)	O	4
from	IN	(PP*	O	4
last	JJ	(NP(NP(NP*	B-DATE	4
month	NN	*	I-DATE	4
's	POS	*)	I-DATE	4
visit	NN	*)	O	4
by	IN	(PP*	O	4
Commerce	NNP	(NP(NML*	B-ORG	4
Secretary	NNP	*)	O	4
Dodo	NNP	*	B-PERSON	4
Dodo	NNP	*	I-PERSON	4
Dodo	NNP	*))))))	I-PERSON	4
.	.	*))	O	4
Mr.	NNP	(TOP(S(NP*	O	5
Dodo	NNP	*)	B-PERSON	5
called	VBD	(VP*	O	5
for	IN	(PP*	O	5
concrete	JJ	(NP(NP*	O	5
results	NNS	*)	O	5
by	IN	(PP*	O	5
next	JJ	(NP*	B-DATE	5
spring	NN	*))))	I-DATE	5
in	IN	(PP*	O	5
negotiations	NNS	(NP(NP*)	O	5
over	IN	(PP*	O	5
fundamental	JJ	(NP(NP*	O	5
Japanese	JJ	*	B-NORP	5
business	NN	*	O	5
practices	NNS	*)	O	5
that	WDT	(SBAR(WHNP*)	O	5
supposedly	RB	(S(ADVP*)	O	5
inhibit	VBP	(VP*	O	5
free	JJ	(NP*	O	5
trade	NN	*)))))))))	O	5
.	.	*))	O	5
He	PRP	(TOP(S(NP*)	O	6
said	VBD	(VP*	O	6
such	JJ	(SBAR(S(NP*	O	6
results	NNS	*)	O	6
should	MD	(VP*	O	6
be	VB	(VP*	O	6
``	``	(ADJP*	O	6
measurable	JJ	*	O	6
in	IN	(PP*	O	6
dollars	NNS	(NP*	O	6
and	CC	*	O	6
cents	NNS	*))	O	6
''	''	*	O	6
in	IN	(PP*	O	6
reducing	VBG	(S(VP*	O	6
the	DT	(NP(NP*	O	6
U.S.	NNP	*	B-GPE	6
trade	NN	*	O	6
deficit	NN	*)	O	6
with	IN	(PP*	O	6
Japan	NNP	(NP*))))))))))))	B-GPE	6
.	.	*))	O	6
But	CC	(TOP(S*	O	7
Mrs.	NNP	(NP*	O	7
Dodo	NNP	*)	B-PERSON	7
,	,	*	O	7
speaking	VBG	(S(VP*	O	7
at	IN	(PP*	O	7
a	DT	(NP(NP*	O	7
breakfast	NN	*	O	7
meeting	NN	*)	O	7
of	IN	(PP*	O	7
the	DT	(NP(NP(NP*	B-ORG	7
American	NNP	*	I-ORG	7
Chamber	NNP	*)	I-ORG	7
of	IN	(PP*	I-ORG	7
Commerce	NNP	(NP*)))	I-ORG	7
in	IN	(PP*	O	7
Japan	NNP	(NP*))))))	B-GPE	7
on	IN	(PP*	O	7
Saturday	NNP	(NP*))))	B-DATE	7
,	,	*	O	7
stressed	VBD	(VP*	O	7
that	IN	(SBAR*	O	7
the	DT	(S(S(NP*	O	7
objective	NN	*)	O	7
``	``	*	O	7
is	VBZ	(VP*	O	7
not	RB	*	O	7
to	TO	(S(VP*	O	7
get	VB	(VP*	O	7
definitive	JJ	(NP*	O	7
action	NN	*)	O	7
by	IN	(PP*	O	7
spring	NN	(NP*	B-DATE	7
or	CC	*	O	7
summer	NN	*)))))))	B-DATE	7
,	,	*	O	7
it	PRP	(S(NP*)	O	7
is	VBZ	(VP*	O	7
rather	RB	(ADVP*)	O	7
to	TO	(S(VP*	O	7
have	VB	(VP*	O	7
a	DT	(NP(NP*	O	7
blueprint	NN	*)	O	7
for	IN	(PP*	O	7
action	NN	(NP*)))))))))))	O	7
.	.	*	O	7
''	''	*))	O	7
She	PRP	(TOP(S(NP*)	O	8
added	VBD	(VP*	O	8
that	IN	(SBAR*	O	8
she	PRP	(S(NP*)	O	8
expected	VBD	(VP*	O	8
``	``	*	O	8
perhaps	RB	(S(ADVP*)	O	8
to	TO	(VP*	O	8
have	VB	(VP*	O	8
a	DT	(NP(NP*	O	8
down	JJ	*	O	8
payment	NN	*)	O	8
...	:	*	O	8
some	DT	(NP(NP*	O	8
small	JJ	*	O	8
step	NN	*)	O	8
to	TO	(SBAR(S(VP*	O	8
convince	VB	(VP*	O	8
the	DT	(NP(NP*	O	8
American	JJ	*	B-NORP	8
people	NNS	*)	O	8
and	CC	*	O	8
the	DT	(NP*	O	8
Japanese	JJ	*	B-NORP	8
people	NNS	*))	O	8
that	IN	(SBAR*	O	8
we	PRP	(S(NP*)	O	8
're	VBP	(VP*	O	8
moving	VBG	(VP*	O	8
in	IN	(PP*	O	8
earnest	NN	(NP*)))))))))))))))))))	O	8
.	.	*	O	8
''	''	*))	O	8
How	WRB	(TOP(S(SBAR(WHADVP*)	O	9
such	JJ	(S(NP*	O	9
remarks	NNS	*)	O	9
translate	VBP	(VP*	O	9
into	IN	(PP*	O	9
policy	NN	(NP*)))))	O	9
wo	MD	(VP*	O	9
n't	RB	*	O	9
become	VB	(VP*	O	9
clear	JJ	(ADJP*)	O	9
for	IN	(PP*	O	9
months	NNS	(NP*))))	B-DATE	9
.	.	*))	O	9
American	JJ	(TOP(S(NP(ADJP*	B-NORP	10
and	CC	*	O	10
Japanese	JJ	*)	B-NORP	10
officials	NNS	*)	O	10
offered	VBD	(VP*	O	10
several	JJ	(NP(NP*	O	10
theories	NNS	*)	O	10
for	IN	(PP*	O	10
the	DT	(NP(NP*	O	10
difference	NN	*)	O	10
in	IN	(PP*	O	10
approach	NN	(NP*))	O	10
betwen	NN	(PP*	O	10
Mr.	NNP	(NP(NP*	O	10
Dodo	NNP	*)	B-PERSON	10
and	CC	*	O	10
Mrs.	NNP	(NP*	O	10
Dodo	NNP	*)))))))	B-PERSON	10
.	.	*))	O	10
Many	JJ	(TOP(S(NP*)	O	11
called	VBD	(VP*	O	11
it	PRP	(NP*)	O	11
simply	RB	(S(ADVP*)	O	11
a	DT	(NP(NP*	O	11
contrast	NN	*)	O	11
in	IN	(PP*	O	11
styles	NNS	(NP*)))))	O	11
.	.	*))	O	11
But	CC	(TOP(S*	O	12
some	DT	(NP*)	O	12
saw	VBD	(VP*	O	12
it	PRP	(NP*)	O	12
as	IN	(PP*	O	12
a	DT	(NP*	O	12
classic	JJ	*	O	12
negotiating	NN	*	O	12
tactic	NN	*)))	O	12
.	.	*))	O	12
Others	NNS	(TOP(S(NP*)	O	13
said	VBD	(VP*	O	13
the	DT	(SBAR(S(NP*	O	13
Dodo	NNP	*	B-PERSON	13
administration	NN	*)	O	13
may	MD	(VP*	O	13
feel	VB	(VP*	O	13
the	DT	(SBAR(S(NP(NP*	O	13
rhetoric	NN	*)	O	13
on	IN	(PP*	O	13
both	DT	(NP*	O	13
sides	NNS	*)))	O	13
is	VBZ	(VP*	O	13
getting	VBG	(VP*	O	13
out	IN	(ADVP*	O	13
of	IN	(PP*	O	13
hand	NN	(NP*))))))))))))	O	13
.	.	*))	O	13
And	CC	(TOP(S*	O	14
some	DT	(NP*)	O	14
said	VBD	(VP*	O	14
it	PRP	(SBAR(S(NP*)	O	14
reflected	VBD	(VP*	O	14
the	DT	(NP(NP*	O	14
growing	VBG	*	O	14
debate	NN	*)	O	14
in	IN	(PP*	O	14
Washington	NNP	(NP*))	B-GPE	14
over	IN	(PP*	O	14
pursuing	VBG	(S(VP*	O	14
free	JJ	(NP(NP(NP*	O	14
trade	NN	*)	O	14
with	IN	(PP*	O	14
Japan	NNP	(NP*)))	B-GPE	14
versus	IN	(PP*	O	14
some	DT	(NP(NP*	O	14
kind	NN	*)	O	14
of	IN	(PP*	O	14
managed	JJ	(NP*	O	14
trade	NN	*)))))))))))))	O	14
.	.	*))	O	14
Asked	VBD	(TOP(S(S(VP*	O	15
to	TO	(S(VP*	O	15
compare	VB	(VP*	O	15
her	PRP	(NP*	O	15
visit	NN	*)	O	15
to	IN	(PP*	O	15
Mr.	NNP	(NP*	O	15
Dodo	NNP	*	B-PERSON	15
's	POS	*)))))))	O	15
,	,	*	O	15
Mrs.	NNP	(NP*	O	15
Dodo	NNP	*)	B-PERSON	15
replied	VBD	(VP*	O	15
:	:	*	O	15
``	``	(SBAR*	O	15
I	PRP	(S(S(NP*)	O	15
did	VBD	(VP*	O	15
n't	RB	*	O	15
hear	VB	(VP*	O	15
every	DT	(NP(NP*	O	15
word	NN	*)	O	15
he	PRP	(SBAR(S(NP*)	O	15
spoke	VBD	(VP*)))))))	O	15
,	,	*	O	15
but	CC	*	O	15
as	IN	(S(PP*	O	15
a	DT	(NP*	O	15
general	JJ	*	O	15
proposition	NN	*))	O	15
,	,	*	O	15
I	PRP	(NP*)	O	15
think	VBP	(VP*	O	15
we	PRP	(SBAR(S(NP*)	O	15
have	VBP	(VP*	O	15
a	DT	(NP*	O	15
very	RB	(ADJP*	O	15
consistent	JJ	*)	O	15
trade	NN	*	O	15
strategy	NN	*)	O	15
in	IN	(PP*	O	15
the	DT	(NP*	O	15
Dodo	NNP	*	B-PERSON	15
administration	NN	*))))))))))	O	15
.	.	*	O	15
''	''	*))	O	15
Yet	RB	(TOP(S*	O	16
more	JJR	(NP(NP(QP*	B-CARDINAL	16
than	IN	*	I-CARDINAL	16
one	CD	*)	I-CARDINAL	16
American	JJ	*	B-NORP	16
official	NN	*)	O	16
who	WP	(SBAR(WHNP*)	O	16
sat	VBD	(S(VP*	O	16
in	RP	(PRT*)	O	16
with	IN	(PP*	O	16
her	PRP	(NP*))	O	16
during	IN	(PP*	O	16
three	CD	(NP(NP*	B-DATE	16
days	NNS	*)	I-DATE	16
of	IN	(PP*	O	16
talks	NNS	(NP*))	O	16
with	IN	(PP*	O	16
Japanese	JJ	(NP*	B-NORP	16
officials	NNS	*))))))))	O	16
said	VBD	(VP*	O	16
her	PRP$	(SBAR(S(NP*	O	16
tone	NN	*)	O	16
often	RB	(ADVP*)	O	16
was	VBD	(VP*	O	16
surprisingly	RB	(ADJP*	O	16
``	``	*	O	16
conciliatory	JJ	*)))))	O	16
.	.	*	O	16
''	''	*))	O	16
``	``	(TOP(S*	O	17
I	PRP	(S(NP*)	O	17
think	VBP	(VP*	O	17
my	PRP$	(SBAR(S(NP*	O	17
line	NN	*)	O	17
has	VBZ	(VP*	O	17
been	VBN	(VP*	O	17
very	RB	(ADJP*	O	17
consistent	JJ	*)))))))	O	17
,	,	*	O	17
''	''	*	O	17
Mrs.	NNP	(NP*	O	17
Dodo	NNP	*)	B-PERSON	17
said	VBD	(VP*	O	17
at	IN	(PP*	O	17
a	DT	(NP*	O	17
news	NN	*	O	17
conference	NN	*))	O	17
Saturday	NNP	(NP*	B-DATE	17
afternoon	NN	*))	B-TIME	17
.	.	*))	O	17
``	``	(TOP(S*	O	18
I	PRP	(NP*)	O	18
am	VBP	(VP*	O	18
painted	VBN	(VP*	O	18
sometimes	RB	(ADVP*)	O	18
as	IN	(PP*	O	18
ferocious	JJ	(ADJP*))	O	18
,	,	*	O	18
perhaps	RB	(SBAR(ADVP*)	O	18
because	IN	*	O	18
I	PRP	(S(NP*)	O	18
have	VBP	(VP*	O	18
a	DT	(NP(NP(NP*	O	18
ferocious	JJ	*	O	18
list	NN	*)	O	18
of	IN	(PP*	O	18
statutes	NNS	(NP*)))	O	18
to	TO	(SBAR(S(VP*	O	18
implement	VB	(VP*))))))))))	O	18
.	.	*))	O	18
I	PRP	(TOP(S(NP*)	O	19
do	VBP	(VP*	O	19
n't	RB	*	O	19
feel	VB	(VP*	O	19
very	RB	(ADJP*	O	19
ferocious	JJ	*)))	O	19
.	.	*))	O	19
I	PRP	(TOP(S(NP*)	O	20
do	VBP	(VP*	O	20
n't	RB	*	O	20
feel	VB	(VP*	O	20
either	CC	(ADJP*	O	20
hard	JJ	*	O	20
or	CC	*	O	20
soft	JJ	*)))	O	20
.	.	*))	O	20
I	PRP	(TOP(S(NP*)	O	21
feel	VBP	(VP*	O	21
committed	JJ	(ADJP*	O	21
to	IN	(PP*	O	21
the	DT	(NP(NP*	O	21
program	NN	*)	O	21
of	IN	(PP*	O	21
opening	VBG	(S(VP(VP*	O	21
markets	NNS	(NP*))	O	21
and	CC	*	O	21
expanding	VBG	(VP*	O	21
trade	NN	(NP*)))))))))	O	21
.	.	*	O	21
''	''	*))	O	21
When	WRB	(TOP(S(SBAR(WHADVP*)	O	22
she	PRP	(S(NP*)	O	22
met	VBD	(VP*	O	22
the	DT	(NP*	O	22
local	JJ	*	O	22
press	NN	*)	O	22
for	IN	(PP*	O	22
the	DT	(NP*	O	22
first	JJ	*	B-ORDINAL	22
time	NN	*))	O	22
on	IN	(PP*	O	22
Friday	NNP	(NP*)))))	B-DATE	22
,	,	*	O	22
Mrs.	NNP	(NP*	O	22
Dodo	NNP	*)	B-PERSON	22
firmly	RB	(ADVP*)	O	22
reiterated	VBD	(VP*	O	22
the	DT	(NP(NP*	O	22
need	NN	*)	O	22
for	IN	(PP*	O	22
progress	NN	(NP(NP*)	O	22
in	IN	(PP*	O	22
removing	VBG	(S(VP*	O	22
barriers	NNS	(NP(NP*)	O	22
to	IN	(PP*	O	22
trade	NN	(NP*))	O	22
in	IN	(PP*	O	22
forest	NN	(NP(NP(NP*	O	22
products	NNS	*)	O	22
,	,	*	O	22
satellites	NNS	(NP*)	O	22
and	CC	*	O	22
supercomputers	NNS	(NP*))	O	22
,	,	*	O	22
three	CD	(NP(NP*	B-CARDINAL	22
areas	NNS	*)	O	22
targeted	VBN	(VP*	O	22
under	IN	(PP*	O	22
the	DT	(NP(NP*	O	22
Super	NNP	(NML*	B-LAW	22
301	NNP	*)	I-LAW	22
provision	NN	*)	O	22
of	IN	(PP*	O	22
the	DT	(NP*	O	22
1988	CD	*	O	22
trade	NN	*	O	22
bill	NN	*))))))))))))))))	O	22
.	.	*))	O	22
She	PRP	(TOP(S(NP*)	O	23
highlighted	VBD	(VP*	O	23
exclusionary	JJ	(NP(NP*	O	23
business	NN	*	O	23
practices	NNS	*)	O	23
that	IN	(SBAR(WHNP*)	O	23
the	DT	(S(NP*	O	23
U.S.	NNP	*	B-GPE	23
government	NN	*)	O	23
has	VBZ	(VP*	O	23
identified	VBN	(VP*))))))	O	23
.	.	*))	O	23
But	CC	(TOP(S*	O	24
her	PRP$	(NP*	O	24
main	JJ	*	O	24
thrust	NN	*)	O	24
was	VBD	(VP*	O	24
to	TO	(S(VP*	O	24
promote	VB	(VP*	O	24
the	DT	(NP(NP*	O	24
importance	NN	*)	O	24
of	IN	(PP*	O	24
world	NN	(NP(NP(ADJP*	O	24
-	HYPH	*	O	24
wide	JJ	*)	O	24
free	JJ	*	O	24
trade	NN	*)	O	24
and	CC	*	O	24
open	JJ	(NP*	O	24
competition	NN	*))))))))	O	24
.	.	*))	O	24
She	PRP	(TOP(S(NP*)	O	25
said	VBD	(VP*	O	25
the	DT	(SBAR(S(NP*	O	25
trade	NN	*	O	25
imbalance	NN	*)	O	25
was	VBD	(VP(VP*	O	25
mainly	RB	(ADJP*	O	25
due	JJ	*	O	25
to	IN	(PP*	O	25
macroeconomic	JJ	(NP*	O	25
factors	NNS	*))))	O	25
and	CC	*	O	25
should	MD	(VP*	O	25
n't	RB	*	O	25
be	VB	(VP*	O	25
tackled	VBN	(VP*	O	25
by	IN	(PP*	O	25
setting	VBG	(S(VP*	O	25
quantitative	JJ	(NP*	O	25
targets	NNS	*)))))))))))	O	25
.	.	*))	O	25
At	IN	(TOP(S(PP*	O	26
her	PRP$	(NP(NP*	O	26
news	NN	*	O	26
conference	NN	*)	O	26
for	IN	(PP*	O	26
Japanese	JJ	(NP*	B-NORP	26
reporters	NNS	*))))	O	26
,	,	*	O	26
one	CD	(NP*	B-CARDINAL	26
economics	NN	*	O	26
journalist	NN	*)	O	26
summed	VBD	(VP*	O	26
up	RP	(PRT*)	O	26
the	DT	(NP(NP*	O	26
Japanese	JJ	*	B-NORP	26
sense	NN	*)	O	26
of	IN	(PP*	O	26
relief	NN	(NP*))))	O	26
.	.	*))	O	26
``	``	(TOP(S*	O	27
My	PRP$	(S(NP*	O	27
impression	NN	*)	O	27
was	VBD	(VP*	O	27
that	IN	(SBAR*	O	27
you	PRP	(S(NP*)	O	27
would	MD	(VP*	O	27
be	VB	(VP*	O	27
a	DT	(NP*	O	27
scary	JJ	*	O	27
old	JJ	*	O	27
lady	NN	*)))))))	O	27
,	,	*	O	27
''	''	*	O	27
he	PRP	(NP*)	O	27
said	VBD	(VP*	O	27
,	,	*	O	27
drawing	VBG	(S(VP*	O	27
a	DT	(NP*	O	27
few	JJ	*	O	27
nervous	JJ	*	O	27
chuckles	NNS	*)	O	27
from	IN	(PP*	O	27
his	PRP$	(NP*	O	27
colleagues	NNS	*)))))	O	27
.	.	*))	O	27
``	``	(TOP(S*	O	28
But	CC	*	O	28
I	PRP	(NP*)	O	28
am	VBP	(VP*	O	28
relieved	JJ	(ADJP*	O	28
to	TO	(S(VP*	O	28
see	VB	(VP*	O	28
that	IN	(SBAR*	O	28
you	PRP	(S(NP*)	O	28
are	VBP	(VP*	O	28
beautiful	JJ	(UCP(ADJP*	O	28
and	CC	*	O	28
gentle	JJ	*	O	28
and	CC	*	O	28
intelligent	JJ	*)	O	28
and	CC	*	O	28
a	DT	(NP(NP*	O	28
person	NN	*)	O	28
of	IN	(PP*	O	28
integrity	NN	(NP*))))))))))))	O	28
.	.	*	O	28
''	''	*))	O	28
Mrs.	NNP	(TOP(S(NP(NP*	O	29
Dodo	NNP	*	B-PERSON	29
'	POS	*)	O	29
remarks	NNS	*)	O	29
did	VBD	(VP*	O	29
raise	NN	(VP*	O	29
questions	NNS	(NP(NP*)	O	29
,	,	*	O	29
at	IN	(PP(ADVP*	O	29
least	JJS	*)	O	29
among	IN	*	O	29
some	DT	(NP*	O	29
U.S.	NNP	*	B-GPE	29
officials	NNS	*))	O	29
,	,	*	O	29
about	IN	(PP*	O	29
what	WP	(SBAR(WHNP(NP*)	O	29
exactly	RB	(ADVP*))	O	29
her	PRP$	(S(NP(NP*	O	29
stance	NN	*))	O	29
is	VBZ	(VP*	O	29
on	IN	(PP*	O	29
U.S.	NNP	(NP(NP*	B-GPE	29
access	NN	*)	O	29
to	IN	(PP*	O	29
the	DT	(NP*	O	29
Japanese	JJ	*	B-NORP	29
semiconductor	NN	*	O	29
market	NN	*)))))))))))	O	29
.	.	*))	O	29
The	DT	(TOP(S(NP(NP*	O	30
U.S.	NNP	*	B-GPE	30
share	NN	*)	O	30
of	IN	(PP*	O	30
the	DT	(NP*	O	30
Japanese	JJ	*	B-NORP	30
market	NN	*)))	O	30
has	VBZ	(VP*	O	30
been	VBN	(VP*	O	30
stuck	JJ	(VP*	O	30
around	IN	(PP*	O	30
10	CD	(NP*	B-PERCENT	30
%	NN	*))	I-PERCENT	30
for	IN	(PP*	O	30
years	NNS	(NP*)))))	B-DATE	30
.	.	*))	O	30
Many	JJ	(TOP(S(S(NP*	O	31
Americans	NNPS	*)	B-NORP	31
have	VBP	(VP*	O	31
interpreted	VBN	(VP*	O	31
a	DT	(NP*	O	31
1986	CD	*	B-DATE	31
agreement	NN	*)	O	31
as	IN	(PP*	O	31
assuring	VBG	(S(VP*	O	31
U.S.	NNP	(NP*	B-GPE	31
companies	NNS	*)	O	31
a	DT	(NP(NP*	O	31
20	CD	(NML*	B-PERCENT	31
%	NN	*)	I-PERCENT	31
share	NN	*)	O	31
by	IN	(PP*	O	31
1991	CD	(NP*)))))))))	B-DATE	31
,	,	*	O	31
but	CC	*	O	31
the	DT	(S(NP*	O	31
Japanese	NNPS	*)	B-NORP	31
have	VBP	(VP*	O	31
denied	VBN	(VP*	O	31
making	VBG	(S(VP*	O	31
any	DT	(NP*	O	31
such	JJ	*	O	31
promise	NN	*))))))	O	31
.	.	*))	O	31
At	IN	(TOP(S(PP*	O	32
one	CD	(NP(NP*)	B-CARDINAL	32
of	IN	(PP*	O	32
her	PRP$	(NP*	O	32
news	NN	*	O	32
conferences	NNS	*))))	O	32
,	,	*	O	32
Mrs.	NNP	(NP*	O	32
Dodo	NNP	*)	B-PERSON	32
said	VBD	(VP*	O	32
,	,	*	O	32
``	``	(SBAR*	O	32
I	PRP	(S(NP*)	O	32
believe	VBP	(VP*	O	32
we	PRP	(SBAR(S(NP*)	O	32
can	MD	(VP*	O	32
do	VB	(VP*	O	32
much	RB	(ADVP(ADVP*	O	32
better	RBR	*)	O	32
than	IN	(PP*	O	32
20	CD	(NP*	B-PERCENT	32
%	NN	*)))))))))))	I-PERCENT	32
.	.	*	O	32
''	''	*))	O	32
But	CC	(TOP(S*	O	33
she	PRP	(NP*)	O	33
stressed	VBD	(VP*	O	33
,	,	*	O	33
``	``	(SBAR*	O	33
I	PRP	(S(NP*)	O	33
am	VBP	(VP*	O	33
against	IN	(PP*	O	33
managed	JJ	(NP*	O	33
trade	NN	*))))))	O	33
.	.	*))	O	33
I	PRP	(TOP(S(NP*)	O	34
will	MD	(VP*	O	34
not	RB	*	O	34
enter	VB	(VP*	O	34
into	IN	(PP*	O	34
an	DT	(NP(NP*	O	34
agreement	NN	*)	O	34
that	WDT	(SBAR(WHNP*)	O	34
stipulates	VBZ	(S(VP*	O	34
to	IN	(PP*	O	34
a	DT	(NP(NP*	O	34
percentage	NN	*)	O	34
of	IN	(PP*	O	34
the	DT	(NP*	O	34
market	NN	*)))))))))))	O	34
.	.	*))	O	34
Sharp	JJ	(TOP(S(S(NP(NP*	O	38
increases	NNS	*)	O	38
in	IN	(PP*	O	38
the	DT	(NP(NP*	O	38
price	NN	*)	O	38
of	IN	(PP*	O	38
fresh	JJ	(NP*	O	38
produce	NN	*)))))	O	38
caused	VBD	(VP*	O	38
Spain	NNP	(S(NP(NP*	B-GPE	38
's	POS	*)	O	38
September	NNP	*	B-DATE	38
consumer	NN	(NML*	O	38
price	NN	*)	O	38
index	NN	*)	O	38
to	TO	(VP*	O	38
shoot	VB	(VP*	O	38
up	RB	(ADVP*)	O	38
1.1	CD	(NP*	B-PERCENT	38
%	NN	*)	I-PERCENT	38
from	IN	(PP*	O	38
the	DT	(NP*	B-DATE	38
previous	JJ	*	I-DATE	38
month	NN	*))	I-DATE	38
,	,	*	O	38
pushing	VBG	(S(VP*	O	38
the	DT	(NP(NP*	O	38
annual	JJ	*	B-DATE	38
rate	NN	*)	O	38
of	IN	(PP*	O	38
inflation	NN	(NP*)))	O	38
to	IN	(PP*	O	38
6.8	CD	(NP*	B-PERCENT	38
%	NN	*)))))))))	I-PERCENT	38
,	,	*	O	38
the	DT	(NP(NP*	B-ORG	38
National	NNP	*	I-ORG	38
Institute	NNP	*)	I-ORG	38
of	IN	(PP*	I-ORG	38
Statistics	NNP	(NP*)))	I-ORG	38
said	VBD	(VP*	O	38
Friday	NNP	(NP*))	B-DATE	38
.	.	*))	O	38
The	DT	(TOP(S(NP*	O	39
monthly	JJ	*	B-DATE	39
increase	NN	*)	O	39
is	VBZ	(VP*	O	39
the	DT	(NP(NP*	O	39
highest	RB	*)	O	39
recorded	VBN	(VP*	O	39
in	IN	(PP*	O	39
the	DT	(NP*	B-DATE	39
past	JJ	*	I-DATE	39
four	CD	*	I-DATE	39
years	NNS	*)))))	I-DATE	39
.	.	*))	O	39
The	DT	(TOP(S(NP(NP*	O	40
index	NN	*)	O	40
,	,	*	O	40
which	WDT	(SBAR(WHNP*)	O	40
registered	VBD	(S(VP*	O	40
156.8	CD	(NP*)	B-CARDINAL	40
at	IN	(PP*	O	40
the	DT	(NP(NP*	B-DATE	40
end	NN	*)	I-DATE	40
of	IN	(PP*	I-DATE	40
September	NNP	(NP*)))))))	I-DATE	40
,	,	*)	O	40
has	VBZ	(VP(VP*	O	40
a	DT	(NP(NP(NP*	O	40
base	NN	*)	O	40
of	IN	(PP*	O	40
100	CD	(NP*)))	B-CARDINAL	40
set	NN	(VP*	O	40
in	IN	(PP*	O	40
1983	CD	(NP*)))))	B-DATE	40
and	CC	*	O	40
is	VBZ	(VP*	O	40
n't	RB	*	O	40
seasonally	RB	(ADVP*)	B-DATE	40
adjusted	VBN	(VP*)))	O	40
.	.	*))	O	40
Prices	NNS	(TOP(S(NP*)	O	41
have	VBP	(VP*	O	41
risen	VBN	(VP*	O	41
5.9	CD	(NP*	B-PERCENT	41
%	NN	*)	I-PERCENT	41
in	IN	(PP*	O	41
the	DT	(NP(NP*	B-DATE	41
first	JJ	*	I-DATE	41
nine	CD	*	I-DATE	41
months	NNS	*)	I-DATE	41
of	IN	(PP*	I-DATE	41
the	DT	(NP*	I-DATE	41
year	NN	*))))	I-DATE	41
,	,	*	O	41
outstripping	VBG	(S(VP*	O	41
both	CC	(NP*	O	41
the	DT	(NP(NP*	O	41
initial	JJ	*	O	41
3	CD	(NML(NML*	B-PERCENT	41
%	NN	*)	I-PERCENT	41
inflation	NN	*)	O	41
goal	NN	*)	O	41
set	VBN	(VP*	O	41
by	IN	(PP*	O	41
the	DT	(NP(NP*	O	41
government	NN	*)	O	41
of	IN	(PP*	O	41
Socialist	NNP	(NP(NML*	B-NORP	41
Prime	NNP	*	O	41
Minister	NNP	*)	O	41
Dodo	NNP	*	B-PERSON	41
Dodo	NNP	*))))))	I-PERSON	41
and	CC	*	O	41
