After	IN	(TOP(S(SBAR*	O	1
any	DT	(NP(NP*	O	7
reason	NN	*)	O	7
he	PRP	(SBAR(S(NP*)	O	7
chooses	VBZ	(VP*)))))))))))	O	7
?	.	*	O	7
''	''	*))	O	7

Jesus	NNP	(TOP(S(NP*)	O	8
answered	VBD	(VP*	O	8
,	,	*	O	8
``	``	*	O	8
Surely	RB	(S(ADVP*)	O	8
you	PRP	(NP*)	O	8
have	VBP	(VP*	O	8
read	VBN	(VP*	O	8
this	DT	(NP(NP*))	O	8
in	IN	(PP*	O	8
the	DT	(NP*	O	8
Scriptures	NNS	*))	O	8
:	:	*	O	8
When	WRB	(S(SBAR(WHADVP*)	O	8
God	NNP	(S(NP*)	O	8
made	VBD	(VP*	O	8
the	DT	(NP*	O	8
world	NN	*))))	O	8
,	,	*	O	8
'	''	*	O	8
he	PRP	(NP*)	O	8
made	VBD	(VP*	O	8
people	NNS	(S(NP*)	O	8
male	JJ	(ADJP*	O	8
and	CC	*	O	8
female	JJ	*))))))))	O	8
.	.	*	O	8
'	''	*))	O	8

And	CC	(TOP(S*	O	9
God	NNP	(NP*)	O	9
said	VBD	(VP*	O	9
,	,	*	O	9
'	''	*	O	9
That	DT	(S(NP*)	O	9
is	VBZ	(VP*	O	9
why	WRB	(SBAR(WHADVP*)	O	9
a	DT	(S(NP*	O	9
man	NN	*)	O	9
will	MD	(VP*	O	9
leave	VB	(VP(VP*	O	9
his	PRP$	(NP*	O	9
father	NN	*	O	9
and	CC	*	O	9
mother	NN	*))	O	9
and	CC	*	O	9
be	VB	(VP*	O	9
joined	VBN	(VP*	O	9
to	IN	(PP*	O	9
his	PRP$	(NP*	O	9
wife	NN	*)))))))))))	O	9
.	.	*))	O	9

And	CC	(TOP(S*	O	10
the	DT	(NP*	O	10
two	CD	*	O	10
people	NNS	*)	O	10
will	MD	(VP*	O	10
become	VB	(VP*	O	10
one	CD	(NP*)))	O	10
.	.	*	O	10
'	''	*))	O	10

So	RB	(TOP(S(ADVP*)	O	11
they	PRP	(NP*)	O	11
are	VBP	(VP(VP*	O	11
no	RB	(ADVP*	O	11
longer	RBR	*)	O	11
two	CD	(NP*))	O	11
,	,	*	O	11
but	CC	*	O	11
one	CD	(VP(NP*)))	O	11
.	.	*))	O	11

God	NNP	(TOP(S(S(NP*)	O	12
has	VBZ	(VP*	O	12
joined	VBN	(VP*	O	12
them	PRP	(NP*)	O	12
together	RB	(ADVP*))))	O	12
,	,	*	O	12
so	RB	(S(ADVP*)	O	12
no	DT	(NP*	O	12
one	PRP	*)	O	12
should	MD	(VP*	O	12
separate	VB	(VP*	O	12
them	PRP	(NP*))))	O	12
.	.	*	O	12
''	''	*))	O	12

The	DT	(TOP(S(NP*	O	13
Pharisees	NNPS	*)	O	13
asked	VBD	(VP*	O	13
,	,	*	O	13
``	``	*	O	13
Then	RB	(SBARQ(ADVP*)	O	13
why	WRB	(WHADVP*)	O	13
did	VBD	(SQ*	O	13
Moses	NNP	(NP*)	O	13
give	VB	(VP*	O	13
a	DT	(NP(NP*	O	13
command	NN	*)	O	13
allowing	VBG	(VP*	O	13
a	DT	(S(NP*	O	13
man	NN	*)	O	13
to	TO	(VP*	O	13
divorce	VB	(VP*	O	13
his	PRP$	(NP*	O	13
wife	NN	*)	O	13
by	IN	(PP*	O	13
writing	VBG	(S(VP*	O	13
a	DT	(NP(NP*	O	13
certificate	NN	*)	O	13
of	IN	(PP*	O	13
divorce	NN	(NP*)))))))))))))))	O	13
?	.	*	O	13
''	''	*))	O	13

Jesus	NNP	(TOP(S(NP*)	O	14
answered	VBD	(VP*	O	14
,	,	*	O	14
``	``	*	O	14
Moses	NNP	(S(NP*)	O	14
allowed	VBD	(VP*	O	14
you	PRP	(S(NP*)	O	14
to	TO	(VP*	O	14
divorce	VB	(VP*	O	14
your	PRP$	(NP*	O	14
wives	NNS	*))))	O	14
because	IN	(SBAR*	O	14
you	PRP	(S(NP*)	O	14
refused	VBD	(VP*	O	14
to	TO	(S(VP*	O	14
accept	VB	(VP*	O	14
God	NNP	(NP(NP*	O	14
's	POS	*)	O	14
teaching	NN	*))))))))))	O	14
.	.	*))	O	14

But	CC	(TOP(S*	O	15
divorce	NN	(NP*)	O	15
was	VBD	(VP*	O	15
not	RB	*	O	15
allowed	VBN	(VP*	O	15
in	IN	(PP*	O	15
the	DT	(NP*	O	15
beginning	NN	*))))	O	15
.	.	*))	O	15

I	PRP	(TOP(S(NP*)	O	16
tell	VBP	(VP*	O	16
you	PRP	(NP*)	O	16
that	IN	(SBAR*	O	16
whoever	WP	(S(SBAR(WHNP*)	O	16
divorces	VBZ	(S(VP(VP*	O	16
his	PRP$	(NP*	O	16
wife	NN	*)	O	16
,	,	*	O	16
except	IN	(PP*	O	16
for	IN	(PP*	O	16
the	DT	(NP(NP*	O	16
problem	NN	*)	O	16
of	IN	(PP*	O	16
sexual	JJ	(NP*	O	16
sin	NN	*))))))	O	16
,	,	*	O	16
and	CC	*	O	16
marries	VB	(VP*	O	16
another	DT	(NP*	O	16
woman	NN	*)))))	O	16
is	VBZ	(VP*	O	16
guilty	JJ	(ADJP(ADJP*)	O	16
of	IN	(PP*	O	16
adultery	NN	(NP*)))))))	O	16
.	.	*	O	16
''	''	*))	O	16

The	DT	(TOP(S(NP*	O	17
followers	NNS	*)	O	17
said	VBD	(VP*	O	17
to	IN	(PP*	O	17
Jesus	NNP	(NP*))	O	17
,	,	*	O	17
``	``	*	O	17
If	IN	(S(SBAR*	O	17
that	DT	(S(NP*)	O	17
is	VBZ	(VP*	O	17
the	DT	(NP(NP*	O	17
only	JJ	*	O	17
reason	NN	*)	O	17
a	DT	(SBAR(S(NP*	O	17
man	NN	*)	O	17
can	MD	(VP*	O	17
divorce	VB	(VP*	O	17
his	PRP$	(NP*	O	17
wife	NN	*)))))))))	O	17
,	,	*	O	17
it	PRP	(NP(NP*))	O	17
is	VBZ	(VP*	O	17
better	JJR	(ADJP*)	O	17
not	RB	(S*	O	17
to	TO	(VP*	O	17
marry	VB	(VP*))))))	O	17
.	.	*	O	17
''	''	*))	O	17

He	PRP	(TOP(S(NP*)	O	18
answered	VBD	(VP*	O	18
,	,	*	O	18
``	``	*	O	18
This	DT	(S(NP*	O	18
statement	NN	*)	O	18
is	VBZ	(VP*	O	18
true	JJ	(ADJP(ADJP*)	O	18
for	IN	(PP(PP*	O	18
some	DT	(NP*))	O	18
,	,	*	O	18
but	CC	(CONJP*	O	18
not	RB	*)	O	18
for	IN	(PP(PP*	O	18
everyone	NN	(NP*))	O	18
--	:	*	O	18
only	RB	(PP*	O	18
for	IN	*	O	18
those	DT	(NP(NP*)	O	18
who	WP	(SBAR(WHNP*)	O	18
have	VBP	(S(VP*	O	18
been	VBN	(VP*	O	18
given	VBN	(VP*	O	18
this	DT	(NP*	O	18
gift	NN	*))))))))))))))	O	18
.	.	*))	O	18

There	EX	(TOP(S(NP*)	O	19
are	VBP	(VP*	O	19
different	JJ	(NP(NP*	O	19
reasons	NNS	*)	O	19
why	WRB	(SBAR(WHADVP*)	O	19
some	DT	(S(NP*	O	19
men	NNS	*)	O	19
do	VBP	(VP*	O	19
n't	RB	*	O	19
marry	VB	(VP*))))))	O	19
.	.	*))	O	19

Some	DT	(TOP(S(NP*)	O	20
were	VBD	(VP*	O	20
born	VBN	(VP*	O	20
without	IN	(PP*	O	20
the	DT	(NP(NP*	O	20
ability	NN	*)	O	20
to	TO	(S(VP*	O	20
produce	VB	(VP*	O	20
children	NNS	(NP*))))))))	O	20
.	.	*))	O	20

Others	NNS	(TOP(S(NP*)	O	21
were	VBD	(VP*	O	21
made	VBN	(VP*	O	21
that	DT	(S(NP*	O	21
way	NN	*))	O	21
later	RBR	(PP(ADVP*)	O	21
in	IN	*	O	21
life	NN	(NP*))))	O	21
.	.	*))	O	21

And	CC	(TOP(S*	O	22
others	NNS	(NP*)	O	22
have	VBP	(VP*	O	22
given	VBN	(VP*	O	22
up	RP	(PRT*)	O	22
marriage	NN	(NP*)	O	22
because	IN	(PP*	O	22
of	IN	*	O	22
God	NNP	(NP(NP*	O	22
's	POS	*)	O	22
kingdom	NN	*))))	O	22
.	.	*))	O	22

This	DT	(TOP(S(NP*)	O	23
is	VBZ	(VP*	O	23
for	IN	(PP*	O	23
anyone	NN	(NP(NP*)	O	23
who	WP	(SBAR(WHNP*)	O	23
is	VBZ	(S(VP*	O	23
able	JJ	(ADJP(ADJP*)	O	23
to	TO	(S(VP*	O	23
accept	VB	(VP*	O	23
it	PRP	(NP*)))))))))))	O	23
.	.	*	O	23
''	''	*))	O	23

Then	RB	(TOP(S(ADVP*)	O	24
the	DT	(NP*	O	24
people	NNS	*)	O	24
brought	VBD	(VP*	O	24
their	PRP$	(NP*	O	24
little	JJ	*	O	24
children	NNS	*)	O	24
to	IN	(PP*	O	24
Jesus	NNP	(NP*))	O	24
so	IN	(SBAR*	O	24
that	IN	*	O	24
he	PRP	(S(NP*)	O	24
could	MD	(VP*	O	24
lay	VB	(VP*	O	24
his	PRP$	(NP*	O	24
hands	NNS	*)	O	24
on	IN	(PP*	O	24
them	PRP	(NP*))	O	24
to	TO	(S(VP*	O	24
bless	VB	(VP(VP*	O	24
them	PRP	(NP*))	O	24
and	CC	*	O	24
pray	VB	(VP*	O	24
for	IN	(PP*	O	24
them	PRP	(NP*)))))))))))	O	24
.	.	*))	O	24

When	WRB	(TOP(S(SBAR(WHADVP*)	O	25
the	DT	(S(NP*	O	25
followers	NNS	*)	O	25
saw	VBD	(VP*	O	25
this	DT	(NP*))))	O	25
,	,	*	O	25
they	PRP	(NP*)	O	25
told	VBD	(VP*	O	25
the	DT	(NP*	O	25
people	NNS	*)	O	25
to	TO	(S(VP*	O	25
stop	VB	(VP*	O	25
bringing	VBG	(S(VP*	O	25
their	PRP$	(NP*	O	25
children	NNS	*)	O	25
to	IN	(PP*	O	25
him	PRP	(NP*))))))))	O	25
.	.	*))	O	25

But	CC	(TOP(S*	O	26
Jesus	NNP	(NP*)	O	26
said	VBD	(VP*	O	26
,	,	*	O	26
``	``	*	O	26
Let	VB	(S(VP*	O	26
the	DT	(NP*	O	26
little	JJ	*	O	26
children	NNS	*)	O	26
come	VB	(VP*	O	26
to	IN	(PP*	O	26
me	PRP	(NP*))))))	O	26
.	.	*))	O	26

Do	VB	(TOP(S(VP*	O	27
n't	RB	*	O	27
stop	VB	(VP*	O	27
them	PRP	(NP*)	O	27
,	,	*	O	27
because	IN	(SBAR*	O	27
God	NNP	(S(NP(NP*	O	27
's	POS	*)	O	27
kingdom	NN	*)	O	27
belongs	VBZ	(VP*	O	27
to	IN	(PP*	O	27
people	NNS	(NP(NP*)	O	27
who	WP	(SBAR(WHNP*)	O	27
are	VBP	(S(VP*	O	27
like	IN	(PP*	O	27
these	DT	(NP*	O	27
children	NNS	*))))))))))))	O	27
.	.	*	O	27
''	''	*))	O	27

After	IN	(TOP(S(SBAR*	O	28
Jesus	NNP	(S(NP*)	O	28
blessed	VBD	(VP*	O	28
the	DT	(NP*	O	28
children	NNS	*))))	O	28
,	,	*	O	28
he	PRP	(NP*)	O	28
left	VBD	(VP*	O	28
there	RB	(ADVP*))	O	28
.	.	*))	O	28

A	DT	(TOP(S(NP*	O	31
man	NN	*)	O	31
came	VBD	(VP(VP*	O	31
to	IN	(PP*	O	31
Jesus	NNP	(NP*)))	O	31
and	CC	*	O	31
asked	VBD	(VP*	O	31
,	,	*	O	31
``	``	*	O	31
Teacher	NN	(SBARQ(NP*)	O	31
,	,	*	O	31
what	WDT	(WHNP*	O	31
good	JJ	*	O	31
thing	NN	*)	O	31
must	MD	(SQ*	O	31
I	PRP	(NP*)	O	31
do	VB	(VP*	O	31
to	TO	(S(VP*	O	31
have	VB	(VP*	O	31
eternal	JJ	(NP*	O	31
life	NN	*)))))))))	O	31
?	.	*	O	31
''	''	*))	O	31

Jesus	NNP	(TOP(S(NP*)	O	32
answered	VBD	(VP*	O	32
,	,	*	O	32
``	``	*	O	32
Why	WRB	(SBARQ(WHADVP*)	O	32
do	VBP	(SQ*	O	32
you	PRP	(NP*)	O	32
ask	VB	(VP*	O	32
me	PRP	(NP*)	O	32
about	IN	(PP*	O	32
what	WP	(SBAR(WHNP*)	O	32
is	VBZ	(S(VP*	O	32
good	JJ	(ADJP*)))))))))	O	32
?	.	*))	O	32

Only	RB	(TOP(S(NP*	O	33
God	NNP	*)	O	33
is	VBZ	(VP*	O	33
good	JJ	(ADJP*))	O	33
.	.	*))	O	33

But	CC	(TOP(S*	O	34
if	IN	(SBAR*	O	34
you	PRP	(S(NP*)	O	34
want	VBP	(VP*	O	34
to	TO	(S(VP*	O	34
have	VB	(VP*	O	34
eternal	JJ	(NP*	O	34
life	NN	*)))))))	O	34
,	,	*	O	34
obey	VB	(VP*	O	34
the	DT	(NP(NP*	O	34
law	NN	*	O	34
's	POS	*)	O	34
commands	NNS	*))	O	34
.	.	*	O	34
''	''	*))	O	34

The	DT	(TOP(S(NP*	O	35
man	NN	*)	O	35
asked	VBD	(VP*	O	35
,	,	*	O	35
``	``	*	O	35
Which	WDT	(FRAG(WHNP*	O	35
ones	NNS	*)))	O	35
?	.	*	O	35
''	''	*))	O	35

Jesus	NNP	(TOP(S(NP*)	O	36
answered	VBD	(VP*	O	36
,	,	*	O	36
``	``	*	O	36
'	''	*	O	36
You	PRP	(S(S(NP*)	O	36
must	MD	(VP*	O	36
not	RB	*	O	36
murder	VB	(VP*	O	36
anyone	NN	(NP*))))	O	36
,	,	*	O	36
you	PRP	(S(NP(NP*))	O	36
must	MD	(VP*	O	36
not	RB	*	O	36
commit	VB	(VP*	O	36
adultery	NN	(NP*))))	O	36
,	,	*	O	36
you	PRP	(S(NP*)	O	36
must	MD	(VP*	O	36
not	RB	*	O	36
steal	VB	(VP*)))	O	36
,	,	*	O	36
you	PRP	(S(NP*)	O	36
must	MD	(VP*	O	36
not	RB	*	O	36
tell	VB	(VP*	O	36
lies	NNS	(NP*)	O	36
about	IN	(PP*	O	36
others	NNS	(NP*)))))	O	36
,	,	*	O	36
you	PRP	(S(NP*)	O	36
must	MD	(VP*	O	36
respect	VB	(VP(VP*	O	36
your	PRP$	(NP*	O	36
father	NN	*	O	36
and	CC	*	O	36
mother	NN	*))	O	36
,	,	*	O	36
'	''	*	O	36
and	CC	*	O	36
'	''	*	O	36
love	VB	(VP*	O	36
your	PRP$	(NP*	O	36
neighbor	NN	*)	O	36
the	DT	(NP*	O	36
same	JJ	*	O	36
as	IN	(SBAR*	O	36
you	PRP	(S(NP*)	O	36
love	VBP	(VP*	O	36
yourself	PRP	(NP*)))))))))))	O	36
.	.	*	O	36
'	''	*	O	36
''	''	*))	O	36

The	DT	(TOP(S(NP*	O	37
young	JJ	*	O	37
man	NN	*)	O	37
said	VBD	(VP*	O	37
,	,	*	O	37
``	``	*	O	37
I	PRP	(S(NP*)	O	37
have	VBP	(VP*	O	37
obeyed	VBN	(VP*	O	37
all	PDT	(NP*	O	37
these	DT	*	O	37
commands	NNS	*)))))	O	37
.	.	*))	O	37

What	WP	(TOP(SBARQ(WHNP*	O	38
else	RB	*)	O	38
do	VBP	(SQ*	O	38
I	PRP	(NP*)	O	38
need	VB	(VP*))	O	38
?	.	*	O	38
''	''	*))	O	38

Jesus	NNP	(TOP(S(NP*)	O	39
answered	VBD	(VP*	O	39
,	,	*	O	39
``	``	*	O	39
If	IN	(S(SBAR*	O	39
you	PRP	(S(NP*)	O	39
want	VBP	(VP*	O	39
to	TO	(S(VP*	O	39
be	VB	(VP*	O	39
perfect	JJ	(ADJP*)))))))	O	39
,	,	*	O	39
then	RB	(ADVP*)	O	39
go	VB	(VP(VP*)	O	39
and	CC	*	O	39
sell	VB	(VP*	O	39
all	DT	(NP(NP*)	O	39
that	WDT	(SBAR(WHNP*)	O	39
you	PRP	(S(NP*)	O	39
own	VBP	(VP*))))))))	O	39
.	.	*))	O	39

Give	VB	(TOP(S(S(VP*	O	40
the	DT	(NP*	O	40
money	NN	*)	O	40
to	IN	(PP*	O	40
the	DT	(NP*	O	40
poor	JJ	*))))	O	40
,	,	*	O	40
and	CC	*	O	40
you	PRP	(S(NP*)	O	40
will	MD	(VP*	O	40
have	VB	(VP*	O	40
riches	NNS	(NP*)	O	40
in	IN	(PP*	O	40
heaven	NNP	(NP*)))))	O	40
.	.	*))	O	40

Then	RB	(TOP(S(ADVP*)	O	41
come	VB	(VP(VP*)	O	41
and	CC	*	O	41
follow	VB	(VP*	O	41
me	PRP	(NP*)))	O	41
!	.	*	O	41
''	''	*))	O	41

But	CC	(TOP(S*	O	42
when	WRB	(SBAR(WHADVP*)	O	42
the	DT	(S(NP*	O	42
young	JJ	*	O	42
man	NN	*)	O	42
heard	VBD	(VP*	O	42
Jesus	NNP	(S(NP*)	O	42
tell	VB	(VP*	O	42
him	PRP	(NP*)	O	42
to	TO	(S(VP*	O	42
give	VB	(VP*	O	42
away	RB	(ADVP*)	O	42
his	PRP$	(NP*	O	42
money	NN	*)))))))))	O	42
,	,	*	O	42
he	PRP	(NP*)	O	42
was	VBD	(VP*	O	42
sad	JJ	(ADJP*))	O	42
.	.	*))	O	42

He	PRP	(TOP(S(NP*)	O	43
did	VBD	(VP*	O	43
n't	RB	*	O	43
want	VB	(VP*	O	43
to	TO	(S(VP*	O	43
do	VB	(VP*	O	43
this	DT	(NP*))))	O	43
,	,	*	O	43
because	IN	(SBAR*	O	43
he	PRP	(S(NP*)	O	43
was	VBD	(VP*	O	43
very	RB	(ADJP*	O	43
rich	JJ	*))))))	O	43
.	.	*))	O	43

So	RB	(TOP(S(ADVP*)	O	44
he	PRP	(NP*)	O	44
left	VBD	(VP*)	O	44
.	.	*))	O	44

Then	RB	(TOP(S(ADVP*)	O	45
Jesus	NNP	(NP*)	O	45
said	VBD	(VP*	O	45
to	IN	(PP*	O	45
his	PRP$	(NP*	O	45
followers	NNS	*))	O	45
,	,	*	O	45
``	``	*	O	45
The	DT	(S(NP*	O	45
truth	NN	*)	O	45
is	VBZ	(VP*	O	45
,	,	*	O	45
it	PRP	(SBAR(S(NP(NP*))	O	45
will	MD	(VP*	O	45
be	VB	(VP*	O	45
very	RB	(ADJP*	O	45
hard	JJ	*)	O	45
for	IN	(SBAR*	O	45
a	DT	(S(NP*	O	45
rich	JJ	*	O	45
person	NN	*)	O	45
to	TO	(VP*	O	45
enter	VB	(VP*	O	45
God	NNP	(NP(NP*	O	45
's	POS	*)	O	45
kingdom	NN	*))))))))))))	O	45
.	.	*))	O	45

Yes	UH	(TOP(S(INTJ*)	O	46
,	,	*	O	46
I	PRP	(NP*)	O	46
tell	VBP	(VP*	O	46
you	PRP	(NP*)	O	46
,	,	*	O	46
it	PRP	(SBAR(S(NP(NP*))	O	46
is	VBZ	(VP*	O	46
easier	JJR	(ADJP(ADJP*))	O	46
for	IN	(SBAR*	O	46
a	DT	(S(NP*	O	46
camel	NN	*)	O	46
to	TO	(VP*	O	46
go	VB	(VP*	O	46
through	IN	(PP*	O	46
the	DT	(NP(NP*	O	46
eye	NN	*)	O	46
of	IN	(PP*	O	46
a	DT	(NP*	O	46
needle	NN	*))))))))	O	46
than	IN	(PP*	O	46
for	IN	(SBAR*	O	46
a	DT	(S(NP*	O	46
rich	JJ	*	O	46
person	NN	*)	O	46
to	TO	(VP*	O	46
enter	VB	(VP*	O	46
God	NNP	(NP(NP*	O	46
's	POS	*)	O	46
kingdom	NN	*))))))))))	O	46
.	.	*	O	46
''	''	*))	O	46

The	DT	(TOP(S(NP*	O	47
followers	NNS	*)	O	47
were	VBD	(VP*	O	47
amazed	JJ	(ADJP(ADJP*)	O	47
to	TO	(S(VP*	O	47
hear	VB	(VP*	O	47
this	DT	(NP*))))))	O	47
.	.	*))	O	47

They	PRP	(TOP(S(NP*)	O	48
asked	VBD	(VP*	O	48
,	,	*	O	48
``	``	*	O	48
Then	RB	(SBARQ(ADVP*)	O	48
who	WP	(WHNP*)	O	48
can	MD	(SQ(VP*	O	48
be	VB	(VP*	O	48
saved	VBN	(VP*))))))	O	48
?	.	*	O	48
''	''	*))	O	48

Jesus	NNP	(TOP(S(NP*)	O	49
looked	VBD	(VP(VP*	O	49
at	IN	(PP*	O	49
them	PRP	(NP*)))	O	49
and	CC	*	O	49
said	VBD	(VP*	O	49
,	,	*	O	49
``	``	*	O	49
This	DT	(S(NP*)	O	49
is	VBZ	(VP*	O	49
something	NN	(NP(NP*)	O	49
that	WDT	(SBAR(WHNP*)	O	49
people	NNS	(S(NP*)	O	49
can	MD	(VP*	O	49
not	RB	*	O	49
do	VB	(VP*)))))))))	O	49
.	.	*))	O	49

But	CC	(TOP(S*	O	50
God	NNP	(NP*)	O	50
can	MD	(VP*	O	50
do	VB	(VP*	O	50
anything	NN	(NP*)))	O	50
.	.	*	O	50
''	''	*))	O	50

Peter	NNP	(TOP(S(NP*)	O	51
said	VBD	(VP*	O	51
to	IN	(PP*	O	51
him	PRP	(NP*))	O	51
,	,	*	O	51
``	``	*	O	51
We	PRP	(S(NP*)	O	51
left	VBD	(VP(VP*	O	51
everything	NN	(NP(NP*)	O	51
we	PRP	(SBAR(S(NP*)	O	51
had	VBD	(VP*)))))	O	51
and	CC	*	O	51
followed	VBD	(VP*	O	51
you	PRP	(NP*)))))	O	51
.	.	*))	O	51

So	RB	(TOP(SBARQ(ADVP*)	O	52
what	WP	(WHNP*)	O	52
will	MD	(SQ*	O	52
we	PRP	(NP*)	O	52
have	VB	(VP*))	O	52
?	.	*	O	52
''	''	*))	O	52

Jesus	NNP	(TOP(S(NP*)	O	53
said	VBD	(VP*	O	53
to	IN	(PP*	O	53
them	PRP	(NP*))	O	53
,	,	*	O	53
``	``	*	O	53
When	WRB	(S(SBAR(WHADVP*)	O	53
the	DT	(S(NP(NP*	O	53
time	NN	*)	O	53
of	IN	(PP*	O	53
the	DT	(NP*	O	53
new	JJ	*	O	53
world	NN	*)))	O	53
comes	VBZ	(VP*)))	O	53
,	,	*	O	53
the	DT	(NP(NP*	O	53
Son	NNP	*)	O	53
of	IN	(PP*	O	53
Man	NNP	(NP*)))	O	53
will	MD	(VP*	O	53
sit	VB	(VP*	O	53
on	IN	(PP*	O	53
his	PRP$	(NP*	O	53
great	JJ	(ADJP*	O	53
and	CC	*	O	53
glorious	JJ	*)	O	53
throne	NN	*))))))	O	53
.	.	*))	O	53

And	CC	(TOP(S*	O	54
I	PRP	(NP*)	O	54
can	MD	(VP*	O	54
promise	VB	(VP*	O	54
that	IN	(SBAR*	O	54
you	PRP	(S(S(NP(NP*)	O	54
who	WP	(SBAR(WHNP*)	O	54
followed	VBD	(S(VP*	O	54
me	PRP	(NP*)))))	O	54
will	MD	(VP*	O	54
sit	VB	(VP*	O	54
on	IN	(PP*	O	54
twelve	CD	(NP*	O	54
thrones	NNS	*)))))	O	54
,	,	*	O	54
and	CC	*	O	54
you	PRP	(S(NP*)	O	54
will	MD	(VP*	O	54
judge	VB	(VP*	O	54
the	DT	(NP(NP*	O	54
twelve	CD	*	O	54
tribes	NNS	*)	O	54
of	IN	(PP*	O	54
Israel	NNP	(NP*))))))))))	O	54
.	.	*))	O	54

Everyone	NN	(TOP(S(NP(NP*)	O	55
who	WP	(SBAR(WHNP*)	O	55
has	VBZ	(S(VP*	O	55
left	VBN	(VP*	O	55
houses	NNS	(NP*	O	55
,	,	*	O	55
brothers	NNS	*	O	55
,	,	*	O	55
sisters	NNS	*	O	55
,	,	*	O	55
father	NN	(NP*)	O	55
,	,	*	O	55
mother	NN	*	O	55
,	,	*	O	55
children	NNS	*	O	55
,	,	*	O	55
or	CC	*	O	55
farms	NNS	*)	O	55
to	TO	(S(VP*	O	55
follow	VB	(VP*	O	55
me	PRP	(NP*)))))))))	O	55
will	MD	(VP*	O	55
get	VB	(VP*	O	55
much	RB	(NP(NP*	O	55
more	JJR	*)	O	55
than	IN	(SBAR*	O	55
they	PRP	(S(NP*)	O	55
left	VBD	(VP*))))))	O	55
.	.	*))	O	55

And	CC	(TOP(S*	O	56
they	PRP	(NP*)	O	56
will	MD	(VP*	O	56
have	VB	(VP*	O	56
eternal	JJ	(NP*	O	56
life	NN	*)))	O	56
.	.	*))	O	56

Many	JJ	(TOP(S(NP(NP*	O	57
people	NNS	*)	O	57
who	WP	(SBAR(WHNP*)	O	57
are	VBP	(S(VP*	O	57
first	JJ	(ADJP*)	O	57
now	RB	(ADVP*)))))	O	57
will	MD	(VP*	O	57
be	VB	(VP*	O	57
last	JJ	(ADJP*)	O	57
in	IN	(PP*	O	57
the	DT	(NP*	O	57
future	NN	*))))	O	57
.	.	*))	O	57

And	CC	(TOP(S*	O	58
many	DT	(NP(NP*)	O	58
who	WP	(SBAR(WHNP*)	O	58
are	VBP	(S(VP*	O	58
last	JJ	(ADJP*)	O	58
now	RB	(ADVP*)))))	O	58
will	MD	(VP*	O	58
be	VB	(VP*	O	58
first	JJ	(ADJP*)	O	58
in	IN	(PP*	O	58
the	DT	(NP*	O	58
future	NN	*))))	O	58
.	.	*))	O	58

Jesus	NNP	(TOP(S(NP*)	O	62
got	VBD	(VP(VP*	O	62
into	IN	(PP*	O	62
a	DT	(NP*	O	62
boat	NN	*)))	O	62
and	CC	*	O	62
went	VBD	(VP*	O	62
back	RB	(ADVP*	O	62
across	IN	(PP*	O	62
the	DT	(NP*	O	62
lake	NN	*)))	O	62
to	IN	(PP*	O	62
his	PRP$	(NP*	O	62
own	JJ	*	O	62
town	NN	*))))	O	62
.	.	*))	O	62

